"","Respondent","Choice","Option","ChoiceMade","Chosen","Policy","Experience","Party_Affiliation","Gender"
"1875",94,8,"A",1,"A","Tax Cuts","Newcomer","Party A","Female"
"1876",94,8,"B",0,"A","Healthcare Reform","Newcomer","Party A","Male"
"1877",94,9,"A",1,"A","Tax Cuts","Veteran","Party B","Male"
"1878",94,9,"B",0,"A","Climate Change Action","Veteran","Party A","Male"
"1879",94,10,"A",1,"A","Tax Cuts","Experienced","Party B","Female"
"1880",94,10,"B",0,"A","Healthcare Reform","Veteran","Party A","Female"
"1881",95,1,"A",1,"A","Healthcare Reform","Newcomer","Party B","Male"
"1882",95,1,"B",0,"A","Tax Cuts","Veteran","Party A","Female"
"1883",95,2,"A",1,"A","Tax Cuts","Experienced","Party B","Female"
"1884",95,2,"B",0,"A","Healthcare Reform","Newcomer","Party A","Female"
"1885",95,3,"A",1,"A","Tax Cuts","Newcomer","Party B","Male"
"1886",95,3,"B",0,"A","Climate Change Action","Experienced","Party B","Male"
"1887",95,4,"A",1,"A","Healthcare Reform","Veteran","Party A","Male"
"1888",95,4,"B",0,"A","Healthcare Reform","Newcomer","Party B","Female"
"1889",95,5,"A",0,"B","Climate Change Action","Newcomer","Party A","Male"
"1890",95,5,"B",1,"B","Climate Change Action","Veteran","Party B","Male"
"1891",95,6,"A",1,"A","Climate Change Action","Veteran","Party B","Male"
"1892",95,6,"B",0,"A","Healthcare Reform","Veteran","Party A","Female"
"1893",95,7,"A",0,"B","Climate Change Action","Veteran","Party B","Male"
"1894",95,7,"B",1,"B","Climate Change Action","Experienced","Party B","Female"
"1895",95,8,"A",1,"A","Climate Change Action","Newcomer","Party B","Female"
"1896",95,8,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"1897",95,9,"A",1,"A","Healthcare Reform","Newcomer","Party B","Male"
"1898",95,9,"B",0,"A","Healthcare Reform","Newcomer","Party A","Female"
"1899",95,10,"A",0,"B","Climate Change Action","Newcomer","Party A","Female"
"1900",95,10,"B",1,"B","Tax Cuts","Veteran","Party A","Male"
"1901",96,1,"A",1,"A","Healthcare Reform","Veteran","Party A","Male"
"1902",96,1,"B",0,"A","Climate Change Action","Experienced","Party B","Female"
"1903",96,2,"A",1,"A","Healthcare Reform","Veteran","Party B","Female"
"1904",96,2,"B",0,"A","Healthcare Reform","Experienced","Party B","Male"
"1905",96,3,"A",1,"A","Tax Cuts","Veteran","Party B","Female"
"1906",96,3,"B",0,"A","Tax Cuts","Experienced","Party B","Female"
"1907",96,4,"A",1,"A","Climate Change Action","Newcomer","Party B","Male"
"1908",96,4,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"1909",96,5,"A",1,"A","Healthcare Reform","Veteran","Party A","Female"
"1910",96,5,"B",0,"A","Climate Change Action","Veteran","Party A","Female"
"1911",96,6,"A",1,"A","Climate Change Action","Newcomer","Party B","Male"
"1912",96,6,"B",0,"A","Healthcare Reform","Newcomer","Party A","Male"
"1913",96,7,"A",1,"A","Healthcare Reform","Veteran","Party A","Female"
"1914",96,7,"B",0,"A","Tax Cuts","Veteran","Party B","Male"
"1915",96,8,"A",0,"B","Healthcare Reform","Veteran","Party B","Male"
"1916",96,8,"B",1,"B","Tax Cuts","Newcomer","Party A","Male"
"1917",96,9,"A",1,"A","Healthcare Reform","Veteran","Party A","Male"
"1918",96,9,"B",0,"A","Healthcare Reform","Experienced","Party B","Female"
"1919",96,10,"A",1,"A","Climate Change Action","Experienced","Party B","Male"
"1920",96,10,"B",0,"A","Healthcare Reform","Veteran","Party B","Male"
"1921",97,1,"A",1,"A","Climate Change Action","Newcomer","Party B","Female"
"1922",97,1,"B",0,"A","Tax Cuts","Experienced","Party B","Female"
"1923",97,2,"A",1,"A","Healthcare Reform","Experienced","Party A","Male"
"1924",97,2,"B",0,"A","Healthcare Reform","Newcomer","Party B","Male"
"1925",97,3,"A",1,"A","Healthcare Reform","Newcomer","Party B","Male"
"1926",97,3,"B",0,"A","Healthcare Reform","Newcomer","Party A","Male"
"1927",97,4,"A",0,"B","Tax Cuts","Newcomer","Party B","Female"
"1928",97,4,"B",1,"B","Tax Cuts","Newcomer","Party B","Male"
"1929",97,5,"A",0,"B","Climate Change Action","Experienced","Party A","Male"
"1930",97,5,"B",1,"B","Climate Change Action","Newcomer","Party B","Male"
"1931",97,6,"A",1,"A","Tax Cuts","Newcomer","Party B","Female"
"1932",97,6,"B",0,"A","Healthcare Reform","Newcomer","Party A","Male"
"1933",97,7,"A",1,"A","Climate Change Action","Newcomer","Party A","Male"
"1934",97,7,"B",0,"A","Climate Change Action","Experienced","Party A","Male"
"1935",97,8,"A",1,"A","Healthcare Reform","Newcomer","Party B","Female"
"1936",97,8,"B",0,"A","Tax Cuts","Newcomer","Party A","Male"
"1937",97,9,"A",1,"A","Tax Cuts","Veteran","Party A","Male"
"1938",97,9,"B",0,"A","Healthcare Reform","Experienced","Party B","Female"
"1939",97,10,"A",1,"A","Healthcare Reform","Veteran","Party B","Female"
"1940",97,10,"B",0,"A","Healthcare Reform","Veteran","Party A","Male"
"1941",98,1,"A",1,"A","Tax Cuts","Veteran","Party A","Female"
"1942",98,1,"B",0,"A","Tax Cuts","Newcomer","Party A","Female"
"1943",98,2,"A",0,"B","Healthcare Reform","Veteran","Party B","Male"
"1944",98,2,"B",1,"B","Climate Change Action","Experienced","Party A","Female"
"1945",98,3,"A",1,"A","Healthcare Reform","Newcomer","Party A","Male"
"1946",98,3,"B",0,"A","Climate Change Action","Experienced","Party A","Male"
"1947",98,4,"A",0,"B","Tax Cuts","Veteran","Party A","Male"
"1948",98,4,"B",1,"B","Climate Change Action","Newcomer","Party A","Male"
"1949",98,5,"A",1,"A","Climate Change Action","Experienced","Party A","Male"
"1950",98,5,"B",0,"A","Healthcare Reform","Veteran","Party B","Male"
"1951",98,6,"A",1,"A","Healthcare Reform","Veteran","Party B","Female"
"1952",98,6,"B",0,"A","Tax Cuts","Experienced","Party B","Male"
"1953",98,7,"A",0,"B","Climate Change Action","Experienced","Party A","Male"
"1954",98,7,"B",1,"B","Tax Cuts","Experienced","Party A","Female"
"1955",98,8,"A",0,"B","Climate Change Action","Newcomer","Party A","Female"
"1956",98,8,"B",1,"B","Healthcare Reform","Newcomer","Party A","Male"
"1957",98,9,"A",1,"A","Healthcare Reform","Experienced","Party A","Female"
"1958",98,9,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"1959",98,10,"A",0,"B","Climate Change Action","Veteran","Party A","Female"
"1960",98,10,"B",1,"B","Climate Change Action","Newcomer","Party B","Female"
"1961",99,1,"A",0,"B","Climate Change Action","Newcomer","Party B","Female"
"1962",99,1,"B",1,"B","Tax Cuts","Newcomer","Party A","Male"
"1963",99,2,"A",1,"A","Tax Cuts","Newcomer","Party A","Female"
"1964",99,2,"B",0,"A","Climate Change Action","Veteran","Party B","Female"
"1965",99,3,"A",1,"A","Healthcare Reform","Newcomer","Party A","Male"
"1966",99,3,"B",0,"A","Tax Cuts","Experienced","Party B","Female"
"1967",99,4,"A",1,"A","Healthcare Reform","Newcomer","Party B","Male"
"1968",99,4,"B",0,"A","Tax Cuts","Experienced","Party B","Male"
"1969",99,5,"A",1,"A","Healthcare Reform","Newcomer","Party A","Male"
"1970",99,5,"B",0,"A","Tax Cuts","Newcomer","Party B","Male"
"1971",99,6,"A",1,"A","Tax Cuts","Newcomer","Party B","Female"
"1972",99,6,"B",0,"A","Climate Change Action","Veteran","Party A","Female"
"1973",99,7,"A",1,"A","Tax Cuts","Experienced","Party A","Male"
"1974",99,7,"B",0,"A","Healthcare Reform","Experienced","Party A","Female"
"1975",99,8,"A",0,"B","Tax Cuts","Experienced","Party B","Female"
"1976",99,8,"B",1,"B","Healthcare Reform","Veteran","Party A","Male"
"1977",99,9,"A",1,"A","Healthcare Reform","Experienced","Party A","Female"
"1978",99,9,"B",0,"A","Climate Change Action","Experienced","Party B","Female"
"1979",99,10,"A",1,"A","Healthcare Reform","Veteran","Party B","Female"
"1980",99,10,"B",0,"A","Healthcare Reform","Newcomer","Party A","Male"
"1981",100,1,"A",1,"A","Tax Cuts","Newcomer","Party B","Male"
"1982",100,1,"B",0,"A","Healthcare Reform","Experienced","Party B","Male"
"1983",100,2,"A",0,"B","Tax Cuts","Veteran","Party B","Male"
"1984",100,2,"B",1,"B","Tax Cuts","Newcomer","Party B","Male"
"1985",100,3,"A",1,"A","Healthcare Reform","Newcomer","Party B","Male"
"1986",100,3,"B",0,"A","Tax Cuts","Experienced","Party B","Male"
"1987",100,4,"A",0,"B","Climate Change Action","Newcomer","Party B","Male"
"1988",100,4,"B",1,"B","Tax Cuts","Experienced","Party B","Female"
"1989",100,5,"A",1,"A","Climate Change Action","Veteran","Party A","Male"
"1990",100,5,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"1991",100,6,"A",1,"A","Climate Change Action","Veteran","Party A","Female"
"1992",100,6,"B",0,"A","Climate Change Action","Newcomer","Party B","Male"
"1993",100,7,"A",1,"A","Climate Change Action","Veteran","Party A","Male"
"1994",100,7,"B",0,"A","Healthcare Reform","Veteran","Party B","Male"
"1995",100,8,"A",1,"A","Healthcare Reform","Newcomer","Party B","Female"
"1996",100,8,"B",0,"A","Climate Change Action","Veteran","Party B","Female"
"1997",100,9,"A",0,"B","Healthcare Reform","Experienced","Party B","Male"
"1998",100,9,"B",1,"B","Healthcare Reform","Veteran","Party A","Male"
"1999",100,10,"A",0,"B","Climate Change Action","Newcomer","Party A","Male"
"2000",100,10,"B",1,"B","Tax Cuts","Experienced","Party A","Female"
